ts,user,event,score
2025-07-11T06:18:00,u1998,click,48
2025-07-12T07:19:00,u1999,click,55
2025-07-13T08:20:00,u2000,click,62
2025-07-14T09:21:00,u2001,click,69
2025-07-15T10:22:00,u2002,click,76
2025-07-16T11:23:00,u2003,click,83
2025-07-17T12:24:00,u2004,click,90
2025-07-18T13:25:00,u2005,click,97
2025-07-19T14:26:00,u2006,click,3
2025-07-20T15:27:00,u2007,click,10
2025-07-21T16:28:00,u2008,click,17
2025-07-22T17:29:00,u2009,click,24
2025-07-23T18:30:00,u2010,click,31
2025-07-24T19:31:00,u2011,click,38
2025-07-25T20:32:00,u2012,click,45
2025-07-26T21:33:00,u2013,click,52
2025-07-27T22:34:00,u2014,click,59
2025-07-28T23:35:00,u2015,click,66
2025-07-01T00:36:00,u2016,click,73
2025-07-02T01:37:00,u2017,click,80
2025-07-03T02:38:00,u2018,click,87
2025-07-04T03:39:00,u2019,click,94
2025-07-05T04:40:00,u2020,click,0
2025-07-06T05:41:00,u2021,click,7
2025-07-07T06:42:00,u2022,click,14
2025-07-08T07:43:00,u2023,click,21
2025-07-09T08:44:00,u2024,click,28
2025-07-10T09:45:00,u2025,click,35
2025-07-11T10:46:00,u2026,click,42
2025-07-12T11:47:00,u2027,click,49
2025-07-13T12:48:00,u2028,click,56
2025-07-14T13:49:00,u2029,click,63
2025-07-15T14:50:00,u2030,click,70
2025-07-16T15:51:00,u2031,click,77
2025-07-17T16:52:00,u2032,click,84
2025-07-18T17:53:00,u2033,click,91
2025-07-19T18:54:00,u2034,click,98
2025-07-20T19:55:00,u2035,click,4
2025-07-21T20:56:00,u2036,click,11
2025-07-22T21:57:00,u2037,click,18
2025-07-23T22:58:00,u2038,click,25
2025-07-24T23:59:00,u2039,click,32
2025-07-25T00:00:00,u2040,click,39
2025-07-26T01:01:00,u2041,click,46
2025-07-27T02:02:00,u2042,click,53
2025-07-28T03:03:00,u2043,click,60
2025-07-01T04:04:00,u2044,click,67
2025-07-02T05:05:00,u2045,click,74
2025-07-03T06:06:00,u2046,click,81
2025-07-04T07:07:00,u2047,click,88
2025-07-05T08:08:00,u2048,click,95
2025-07-06T09:09:00,u2049,click,1
2025-07-07T10:10:00,u2050,click,8
2025-07-08T11:11:00,u2051,click,15
2025-07-09T12:12:00,u2052,click,22
2025-07-10T13:13:00,u2053,click,29
2025-07-11T14:14:00,u2054,click,36
2025-07-12T15:15:00,u2055,click,43
2025-07-13T16:16:00,u2056,click,50
2025-07-14T17:17:00,u2057,click,57
2025-07-15T18:18:00,u2058,click,64
2025-07-16T19:19:00,u2059,click,71
2025-07-17T20:20:00,u2060,click,78
2025-07-18T21:21:00,u2061,click,85
2025-07-19T22:22:00,u2062,click,92
2025-07-20T23:23:00,u2063,click,99
2025-07-21T00:24:00,u2064,click,5
2025-07-22T01:25:00,u2065,click,12
2025-07-23T02:26:00,u2066,click,19
2025-07-24T03:27:00,u2067,click,26
2025-07-25T04:28:00,u2068,click,33
2025-07-26T05:29:00,u2069,click,40
2025-07-27T06:30:00,u2070,click,47
2025-07-28T07:31:00,u2071,click,54
2025-07-01T08:32:00,u2072,click,61
2025-07-02T09:33:00,u2073,click,68
2025-07-03T10:34:00,u2074,click,75
2025-07-04T11:35:00,u2075,click,82
2025-07-05T12:36:00,u2076,click,89
2025-07-06T13:37:00,u2077,click,96
2025-07-07T14:38:00,u2078,click,2
2025-07-08T15:39:00,u2079,click,9
2025-07-09T16:40:00,u2080,click,16
2025-07-10T17:41:00,u2081,click,23
2025-07-11T18:42:00,u2082,click,30
2025-07-12T19:43:00,u2083,click,37
2025-07-13T20:44:00,u2084,click,44
2025-07-14T21:45:00,u2085,click,51
2025-07-15T22:46:00,u2086,click,58
2025-07-16T23:47:00,u2087,click,65
2025-07-17T00:48:00,u2088,click,72
2025-07-18T01:49:00,u2089,click,79
2025-07-19T02:50:00,u2090,click,86
2025-07-20T03:51:00,u2091,click,93
2025-07-21T04:52:00,u2092,click,100
2025-07-22T05:53:00,u2093,click,6
2025-07-23T06:54:00,u2094,click,13
2025-07-24T07:55:00,u2095,click,20
2025-07-25T08:56:00,u2096,click,27
2025-07-26T09:57:00,u2097,click,34
2025-07-27T10:58:00,u2098,click,41
2025-07-28T11:59:00,u2099,click,48
2025-07-01T12:00:00,u2100,click,55
2025-07-02T13:01:00,u2101,click,62
2025-07-03T14:02:00,u2102,click,69
2025-07-04T15:03:00,u2103,click,76
2025-07-05T16:04:00,u2104,click,83
2025-07-06T17:05:00,u2105,click,90
2025-07-07T18:06:00,u2106,click,97
2025-07-08T19:07:00,u2107,click,3
2025-07-09T20:08:00,u2108,click,10
2025-07-10T21:09:00,u2109,click,17
2025-07-11T22:10:00,u2110,click,24
2025-07-12T23:11:00,u2111,click,31
2025-07-13T00:12:00,u2112,click,38
2025-07-14T01:13:00,u2113,click,45
2025-07-15T02:14:00,u2114,click,52
2025-07-16T03:15:00,u2115,click,59
2025-07-17T04:16:00,u2116,click,66
2025-07-18T05:17:00,u2117,click,73
2025-07-19T06:18:00,u2118,click,80
2025-07-20T07:19:00,u2119,click,87
2025-07-21T08:20:00,u2120,click,94
2025-07-22T09:21:00,u2121,click,0
2025-07-23T10:22:00,u2122,click,7
2025-07-24T11:23:00,u2123,click,14
2025-07-25T12:24:00,u2124,click,21
2025-07-26T13:25:00,u2125,click,28
2025-07-27T14:26:00,u2126,click,35
2025-07-28T15:27:00,u2127,click,42
2025-07-01T16:28:00,u2128,click,49
2025-07-02T17:29:00,u2129,click,56
2025-07-03T18:30:00,u2130,click,63
2025-07-04T19:31:00,u2131,click,70
2025-07-05T20:32:00,u2132,click,77
2025-07-06T21:33:00,u2133,click,84
2025-07-07T22:34:00,u2134,click,91
2025-07-08T23:35:00,u2135,click,98
2025-07-09T00:36:00,u2136,click,4
2025-07-10T01:37:00,u2137,click,11
2025-07-11T02:38:00,u2138,click,18
2025-07-12T03:39:00,u2139,click,25
2025-07-13T04:40:00,u2140,click,32
2025-07-14T05:41:00,u2141,click,39
2025-07-15T06:42:00,u2142,click,46
2025-07-16T07:43:00,u2143,click,53
2025-07-17T08:44:00,u2144,click,60
2025-07-18T09:45:00,u2145,click,67
2025-07-19T10:46:00,u2146,click,74
2025-07-20T11:47:00,u2147,click,81
2025-07-21T12:48:00,u2148,click,88
2025-07-22T13:49:00,u2149,click,95
2025-07-23T14:50:00,u2150,click,1
2025-07-24T15:51:00,u2151,click,8
2025-07-25T16:52:00,u2152,click,15
2025-07-26T17:53:00,u2153,click,22
2025-07-27T18:54:00,u2154,click,29
2025-07-28T19:55:00,u2155,click,36
2025-07-01T20:56:00,u2156,click,43
2025-07-02T21:57:00,u2157,click,50
2025-07-03T22:58:00,u2158,click,57
2025-07-04T23:59:00,u2159,click,64
2025-07-05T00:00:00,u2160,click,71
2025-07-06T01:01:00,u2161,click,78
2025-07-07T02:02:00,u2162,click,85
2025-07-08T03:03:00,u2163,click,92
2025-07-09T04:04:00,u2164,click,99
2025-07-10T05:05:00,u2165,click,5
2025-07-11T06:06:00,u2166,click,12
2025-07-12T07:07:00,u2167,click,19
2025-07-13T08:08:00,u2168,click,26
2025-07-14T09:09:00,u2169,click,33
2025-07-15T10:10:00,u2170,click,40
2025-07-16T11:11:00,u2171,click,47
2025-07-17T12:12:00,u2172,click,54
2025-07-18T13:13:00,u2173,click,61
2025-07-19T14:14:00,u2174,click,68
2025-07-20T15:15:00,u2175,click,75
2025-07-21T16:16:00,u2176,click,82
2025-07-22T17:17:00,u2177,click,89
2025-07-23T18:18:00,u2178,click,96
2025-07-24T19:19:00,u2179,click,2
2025-07-25T20:20:00,u2180,click,9
2025-07-26T21:21:00,u2181,click,16
2025-07-27T22:22:00,u2182,click,23
2025-07-28T23:23:00,u2183,click,30
2025-07-01T00:24:00,u2184,click,37
2025-07-02T01:25:00,u2185,click,44
2025-07-03T02:26:00,u2186,click,51
2025-07-04T03:27:00,u2187,click,58
2025-07-05T04:28:00,u2188,click,65
2025-07-06T05:29:00,u2189,click,72
2025-07-07T06:30:00,u2190,click,79
2025-07-08T07:31:00,u2191,click,86
2025-07-09T08:32:00,u2192,click,93
2025-07-10T09:33:00,u2193,click,100
2025-07-11T10:34:00,u2194,click,6
2025-07-12T11:35:00,u2195,click,13
2025-07-13T12:36:00,u2196,click,20
2025-07-14T13:37:00,u2197,click,27
2025-07-15T14:38:00,u2198,click,34
2025-07-16T15:39:00,u2199,click,41
2025-07-17T16:40:00,u2200,click,48
2025-07-18T17:41:00,u2201,click,55
2025-07-19T18:42:00,u2202,click,62
2025-07-20T19:43:00,u2203,click,69
2025-07-21T20:44:00,u2204,click,76
2025-07-22T21:45:00,u2205,click,83
2025-07-23T22:46:00,u2206,click,90
2025-07-24T23:47:00,u2207,click,97
2025-07-25T00:48:00,u2208,click,3
2025-07-26T01:49:00,u2209,click,10
2025-07-27T02:50:00,u2210,click,17
2025-07-28T03:51:00,u2211,click,24
2025-07-01T04:52:00,u2212,click,31
2025-07-02T05:53:00,u2213,click,38
2025-07-03T06:54:00,u2214,click,45
2025-07-04T07:55:00,u2215,click,52
2025-07-05T08:56:00,u2216,click,59
2025-07-06T09:57:00,u2217,click,66
2025-07-07T10:58:00,u2218,click,73
2025-07-08T11:59:00,u2219,click,80
2025-07-09T12:00:00,u2220,click,87
2025-07-10T13:01:00,u2221,click,94
2025-07-11T14:02:00,u2222,click,0
2025-07-12T15:03:00,u2223,click,7
2025-07-13T16:04:00,u2224,click,14
2025-07-14T17:05:00,u2225,click,21
2025-07-15T18:06:00,u2226,click,28
2025-07-16T19:07:00,u2227,click,35
2025-07-17T20:08:00,u2228,click,42
2025-07-18T21:09:00,u2229,click,49
2025-07-19T22:10:00,u2230,click,56
2025-07-20T23:11:00,u2231,click,63
2025-07-21T00:12:00,u2232,click,70
2025-07-22T01:13:00,u2233,click,77
2025-07-23T02:14:00,u2234,click,84
2025-07-24T03:15:00,u2235,click,91
2025-07-25T04:16:00,u2236,click,98
2025-07-26T05:17:00,u2237,click,4
2025-07-27T06:18:00,u2238,click,11
2025-07-28T07:19:00,u2239,click,18
2025-07-01T08:20:00,u2240,click,25
2025-07-02T09:21:00,u2241,click,32
2025-07-03T10:22:00,u2242,click,39
2025-07-04T11:23:00,u2243,click,46
2025-07-05T12:24:00,u2244,click,53
2025-07-06T13:25:00,u2245,click,60
2025-07-07T14:26:00,u2246,click,67
2025-07-08T15:27:00,u2247,click,74
2025-07-09T16:28:00,u2248,click,81
2025-07-10T17:29:00,u2249,click,88
2025-07-11T18:30:00,u2250,click,95
2025-07-12T19:31:00,u2251,click,1
2025-07-13T20:32:00,u2252,click,8
2025-07-14T21:33:00,u2253,click,15
2025-07-15T22:34:00,u2254,click,22
2025-07-16T23:35:00,u2255,click,29
2025-07-17T00:36:00,u2256,click,36
2025-07-18T01:37:00,u2257,click,43
2025-07-19T02:38:00,u2258,click,50
2025-07-20T03:39:00,u2259,click,57
2025-07-21T04:40:00,u2260,click,64
2025-07-22T05:41:00,u2261,click,71
2025-07-23T06:42:00,u2262,click,78
2025-07-24T07:43:00,u2263,click,85
2025-07-25T08:44:00,u2264,click,92
2025-07-26T09:45:00,u2265,click,99
2025-07-27T10:46:00,u2266,click,5
2025-07-28T11:47:00,u2267,click,12
2025-07-01T12:48:00,u2268,click,19
2025-07-02T13:49:00,u2269,click,26
2025-07-03T14:50:00,u2270,click,33
2025-07-04T15:51:00,u2271,click,40
2025-07-05T16:52:00,u2272,click,47
2025-07-06T17:53:00,u2273,click,54
2025-07-07T18:54:00,u2274,click,61
2025-07-08T19:55:00,u2275,click,68
2025-07-09T20:56:00,u2276,click,75
2025-07-10T21:57:00,u2277,click,82
2025-07-11T22:58:00,u2278,click,89
2025-07-12T23:59:00,u2279,click,96
2025-07-13T00:00:00,u2280,click,2
2025-07-14T01:01:00,u2281,click,9
2025-07-15T02:02:00,u2282,click,16
2025-07-16T03:03:00,u2283,click,23
2025-07-17T04:04:00,u2284,click,30
2025-07-18T05:05:00,u2285,click,37
2025-07-19T06:06:00,u2286,click,44
2025-07-20T07:07:00,u2287,click,51
2025-07-21T08:08:00,u2288,click,58
2025-07-22T09:09:00,u2289,click,65
2025-07-23T10:10:00,u2290,click,72
2025-07-24T11:11:00,u2291,click,79
2025-07-25T12:12:00,u2292,click,86
2025-07-26T13:13:00,u2293,click,93
2025-07-27T14:14:00,u2294,click,100
2025-07-28T15:15:00,u2295,click,6
2025-07-01T16:16:00,u2296,click,13
2025-07-02T17:17:00,u2297,click,20
2025-07-03T18:18:00,u2298,click,27
2025-07-04T19:19:00,u2299,click,34
2025-07-05T20:20:00,u2300,click,41
2025-07-06T21:21:00,u2301,click,48
2025-07-07T22:22:00,u2302,click,55
2025-07-08T23:23:00,u2303,click,62
2025-07-09T00:24:00,u2304,click,69
2025-07-10T01:25:00,u2305,click,76
2025-07-11T02:26:00,u2306,click,83
2025-07-12T03:27:00,u2307,click,90
2025-07-13T04:28:00,u2308,click,97
2025-07-14T05:29:00,u2309,click,3
2025-07-15T06:30:00,u2310,click,10
2025-07-16T07:31:00,u2311,click,17
2025-07-17T08:32:00,u2312,click,24
2025-07-18T09:33:00,u2313,click,31
2025-07-19T10:34:00,u2314,click,38
2025-07-20T11:35:00,u2315,click,45
2025-07-21T12:36:00,u2316,click,52
2025-07-22T13:37:00,u2317,click,59
2025-07-23T14:38:00,u2318,click,66
2025-07-24T15:39:00,u2319,click,73
2025-07-25T16:40:00,u2320,click,80
2025-07-26T17:41:00,u2321,click,87
2025-07-27T18:42:00,u2322,click,94
2025-07-28T19:43:00,u2323,click,0
2025-07-01T20:44:00,u2324,click,7
2025-07-02T21:45:00,u2325,click,14
2025-07-03T22:46:00,u2326,click,21
2025-07-04T23:47:00,u2327,click,28
2025-07-05T00:48:00,u2328,click,35
2025-07-06T01:49:00,u2329,click,42
2025-07-07T02:50:00,u2330,click,49
2025-07-08T03:51:00,u2331,click,56
2025-07-09T04:52:00,u2332,click,63
2025-07-10T05:53:00,u2333,click,70
2025-07-11T06:54:00,u2334,click,77
2025-07-12T07:55:00,u2335,click,84
2025-07-13T08:56:00,u2336,click,91
2025-07-14T09:57:00,u2337,click,98
2025-07-15T10:58:00,u2338,click,4
2025-07-16T11:59:00,u2339,click,11
2025-07-17T12:00:00,u2340,click,18
2025-07-18T13:01:00,u2341,click,25
2025-07-19T14:02:00,u2342,click,32
2025-07-20T15:03:00,u2343,click,39
2025-07-21T16:04:00,u2344,click,46
2025-07-22T17:05:00,u2345,click,53
2025-07-23T18:06:00,u2346,click,60
2025-07-24T19:07:00,u2347,click,67
2025-07-25T20:08:00,u2348,click,74
2025-07-26T21:09:00,u2349,click,81
2025-07-27T22:10:00,u2350,click,88
2025-07-28T23:11:00,u2351,click,95
2025-07-01T00:12:00,u2352,click,1
2025-07-02T01:13:00,u2353,click,8
2025-07-03T02:14:00,u2354,click,15
2025-07-04T03:15:00,u2355,click,22
2025-07-05T04:16:00,u2356,click,29
2025-07-06T05:17:00,u2357,click,36
2025-07-07T06:18:00,u2358,click,43
2025-07-08T07:19:00,u2359,click,50
2025-07-09T08:20:00,u2360,click,57
2025-07-10T09:21:00,u2361,click,64
2025-07-11T10:22:00,u2362,click,71
2025-07-12T11:23:00,u2363,click,78
2025-07-13T12:24:00,u2364,click,85
2025-07-14T13:25:00,u2365,click,92
2025-07-15T14:26:00,u2366,click,99
2025-07-16T15:27:00,u2367,click,5
2025-07-17T16:28:00,u2368,click,12
2025-07-18T17:29:00,u2369,click,19
2025-07-19T18:30:00,u2370,click,26
2025-07-20T19:31:00,u2371,click,33
2025-07-21T20:32:00,u2372,click,40
2025-07-22T21:33:00,u2373,click,47
2025-07-23T22:34:00,u2374,click,54
2025-07-24T23:35:00,u2375,click,61
2025-07-25T00:36:00,u2376,click,68
2025-07-26T01:37:00,u2377,click,75
2025-07-27T02:38:00,u2378,click,82
2025-07-28T03:39:00,u2379,click,89
2025-07-01T04:40:00,u2380,click,96
2025-07-02T05:41:00,u2381,click,2
2025-07-03T06:42:00,u2382,click,9
2025-07-04T07:43:00,u2383,click,16
2025-07-05T08:44:00,u2384,click,23
2025-07-06T09:45:00,u2385,click,30
2025-07-07T10:46:00,u2386,click,37
2025-07-08T11:47:00,u2387,click,44
2025-07-09T12:48:00,u2388,click,51
2025-07-10T13:49:00,u2389,click,58
2025-07-11T14:50:00,u2390,click,65
2025-07-12T15:51:00,u2391,click,72
2025-07-13T16:52:00,u2392,click,79
2025-07-14T17:53:00,u2393,click,86
2025-07-15T18:54:00,u2394,click,93
2025-07-16T19:55:00,u2395,click,100
2025-07-17T20:56:00,u2396,click,6
2025-07-18T21:57:00,u2397,click,13
2025-07-19T22:58:00,u2398,click,20
2025-07-20T23:59:00,u2399,click,27
2025-07-21T00:00:00,u2400,click,34
2025-07-22T01:01:00,u2401,click,41
2025-07-23T02:02:00,u2402,click,48
2025-07-24T03:03:00,u2403,click,55
2025-07-25T04:04:00,u2404,click,62
2025-07-26T05:05:00,u2405,click,69
2025-07-27T06:06:00,u2406,click,76
2025-07-28T07:07:00,u2407,click,83
2025-07-01T08:08:00,u2408,click,90
2025-07-02T09:09:00,u2409,click,97
2025-07-03T10:10:00,u2410,click,3
2025-07-04T11:11:00,u2411,click,10
2025-07-05T12:12:00,u2412,click,17
2025-07-06T13:13:00,u2413,click,24
2025-07-07T14:14:00,u2414,click,31
2025-07-08T15:15:00,u2415,click,38
2025-07-09T16:16:00,u2416,click,45
2025-07-10T17:17:00,u2417,click,52
2025-07-11T18:18:00,u2418,click,59
2025-07-12T19:19:00,u2419,click,66
2025-07-13T20:20:00,u2420,click,73
2025-07-14T21:21:00,u2421,click,80
2025-07-15T22:22:00,u2422,click,87
2025-07-16T23:23:00,u2423,click,94
2025-07-17T00:24:00,u2424,click,0
2025-07-18T01:25:00,u2425,click,7
2025-07-19T02:26:00,u2426,click,14
2025-07-20T03:27:00,u2427,click,21
2025-07-21T04:28:00,u2428,click,28
2025-07-22T05:29:00,u2429,click,35
2025-07-23T06:30:00,u2430,click,42
2025-07-24T07:31:00,u2431,click,49
2025-07-25T08:32:00,u2432,click,56
2025-07-26T09:33:00,u2433,click,63
2025-07-27T10:34:00,u2434,click,70
2025-07-28T11:35:00,u2435,click,77
2025-07-01T12:36:00,u2436,click,84
2025-07-02T13:37:00,u2437,click,91
2025-07-03T14:38:00,u2438,click,98
2025-07-04T15:39:00,u2439,click,4
2025-07-05T16:40:00,u2440,click,11
2025-07-06T17:41:00,u2441,click,18
2025-07-07T18:42:00,u2442,click,25
2025-07-08T19:43:00,u2443,click,32
2025-07-09T20:44:00,u2444,click,39
2025-07-10T21:45:00,u2445,click,46
2025-07-11T22:46:00,u2446,click,53
2025-07-12T23:47:00,u2447,click,60
2025-07-13T00:48:00,u2448,click,67
2025-07-14T01:49:00,u2449,click,74
2025-07-15T02:50:00,u2450,click,81
2025-07-16T03:51:00,u2451,click,88
2025-07-17T04:52:00,u2452,click,95
2025-07-18T05:53:00,u2453,click,1
2025-07-19T06:54:00,u2454,click,8
2025-07-20T07:55:00,u2455,click,15
2025-07-21T08:56:00,u2456,click,22
2025-07-22T09:57:00,u2457,click,29
2025-07-23T10:58:00,u2458,click,36
2025-07-24T11:59:00,u2459,click,43
2025-07-25T12:00:00,u2460,click,50
2025-07-26T13:01:00,u2461,click,57
2025-07-27T14:02:00,u2462,click,64
2025-07-28T15:03:00,u2463,click,71
2025-07-01T16:04:00,u2464,click,78
2025-07-02T17:05:00,u2465,click,85
2025-07-03T18:06:00,u2466,click,92
2025-07-04T19:07:00,u2467,click,99
2025-07-05T20:08:00,u2468,click,5
2025-07-06T21:09:00,u2469,click,12
2025-07-07T22:10:00,u2470,click,19
2025-07-08T23:11:00,u2471,click,26
2025-07-09T00:12:00,u2472,click,33
2025-07-10T01:13:00,u2473,click,40
2025-07-11T02:14:00,u2474,click,47
2025-07-12T03:15:00,u2475,click,54
2025-07-13T04:16:00,u2476,click,61
2025-07-14T05:17:00,u2477,click,68
2025-07-15T06:18:00,u2478,click,75
2025-07-16T07:19:00,u2479,click,82
2025-07-17T08:20:00,u2480,click,89
2025-07-18T09:21:00,u2481,click,96
2025-07-19T10:22:00,u2482,click,2
2025-07-20T11:23:00,u2483,click,9
2025-07-21T12:24:00,u2484,click,16
2025-07-22T13:25:00,u2485,click,23
2025-07-23T14:26:00,u2486,click,30
2025-07-24T15:27:00,u2487,click,37
2025-07-25T16:28:00,u2488,click,44
2025-07-26T17:29:00,u2489,click,51
2025-07-27T18:30:00,u2490,click,58
2025-07-28T19:31:00,u2491,click,65
2025-07-01T20:32:00,u2492,click,72
2025-07-02T21:33:00,u2493,click,79
2025-07-03T22:34:00,u2494,click,86
2025-07-04T23:35:00,u2495,click,93
2025-07-05T00:36:00,u2496,click,100
2025-07-06T01:37:00,u2497,click,6
2025-07-07T02:38:00,u2498,click,13
2025-07-08T03:39:00,u2499,click,20
2025-07-09T04:40:00,u2500,click,27
2025-07-10T05:41:00,u2501,click,34
2025-07-11T06:42:00,u2502,click,41
2025-07-12T07:43:00,u2503,click,48
2025-07-13T08:44:00,u2504,click,55
2025-07-14T09:45:00,u2505,click,62
2025-07-15T10:46:00,u2506,click,69
2025-07-16T11:47:00,u2507,click,76
2025-07-17T12:48:00,u2508,click,83
2025-07-18T13:49:00,u2509,click,90
2025-07-19T14:50:00,u2510,click,97
2025-07-20T15:51:00,u2511,click,3
2025-07-21T16:52:00,u2512,click,10
2025-07-22T17:53:00,u2513,click,17
2025-07-23T18:54:00,u2514,click,24
2025-07-24T19:55:00,u2515,click,31
2025-07-25T20:56:00,u2516,click,38
2025-07-26T21:57:00,u2517,click,45
2025-07-27T22:58:00,u2518,click,52
2025-07-28T23:59:00,u2519,click,59
2025-07-01T00:00:00,u2520,click,66
2025-07-02T01:01:00,u2521,click,73
2025-07-03T02:02:00,u2522,click,80
2025-07-04T03:03:00,u2523,click,87
2025-07-05T04:04:00,u2524,click,94
2025-07-06T05:05:00,u2525,click,0
2025-07-07T06:06:00,u2526,click,7
2025-07-08T07:07:00,u2527,click,14
2025-07-09T08:08:00,u2528,click,21
2025-07-10T09:09:00,u2529,click,28
2025-07-11T10:10:00,u2530,click,35
2025-07-12T11:11:00,u2531,click,42
2025-07-13T12:12:00,u2532,click,49
2025-07-14T13:13:00,u2533,click,56
2025-07-15T14:14:00,u2534,click,63
2025-07-16T15:15:00,u2535,click,70
2025-07-17T16:16:00,u2536,click,77
2025-07-18T17:17:00,u2537,click,84
2025-07-19T18:18:00,u2538,click,91
2025-07-20T19:19:00,u2539,click,98
2025-07-21T20:20:00,u2540,click,4
2025-07-22T21:21:00,u2541,click,11
2025-07-23T22:22:00,u2542,click,18
2025-07-24T23:23:00,u2543,click,25
2025-07-25T00:24:00,u2544,click,32
2025-07-26T01:25:00,u2545,click,39
2025-07-27T02:26:00,u2546,click,46
2025-07-28T03:27:00,u2547,click,53
2025-07-01T04:28:00,u2548,click,60
2025-07-02T05:29:00,u2549,click,67
2025-07-03T06:30:00,u2550,click,74
2025-07-04T07:31:00,u2551,click,81
2025-07-05T08:32:00,u2552,click,88
2025-07-06T09:33:00,u2553,click,95
2025-07-07T10:34:00,u2554,click,1
2025-07-08T11:35:00,u2555,click,8
2025-07-09T12:36:00,u2556,click,15
2025-07-10T13:37:00,u2557,click,22
2025-07-11T14:38:00,u2558,click,29
2025-07-12T15:39:00,u2559,click,36
2025-07-13T16:40:00,u2560,click,43
2025-07-14T17:41:00,u2561,click,50
2025-07-15T18:42:00,u2562,click,57
2025-07-16T19:43:00,u2563,click,64
2025-07-17T20:44:00,u2564,click,71
2025-07-18T21:45:00,u2565,click,78
2025-07-19T22:46:00,u2566,click,85
2025-07-20T23:47:00,u2567,click,92
2025-07-21T00:48:00,u2568,click,99
2025-07-22T01:49:00,u2569,click,5
2025-07-23T02:50:00,u2570,click,12
2025-07-24T03:51:00,u2571,click,19
2025-07-25T04:52:00,u2572,click,26
2025-07-26T05:53:00,u2573,click,33
2025-07-27T06:54:00,u2574,click,40
2025-07-28T07:55:00,u2575,click,47
2025-07-01T08:56:00,u2576,click,54
2025-07-02T09:57:00,u2577,click,61
2025-07-03T10:58:00,u2578,click,68
2025-07-04T11:59:00,u2579,click,75
2025-07-05T12:00:00,u2580,click,82
2025-07-06T13:01:00,u2581,click,89
2025-07-07T14:02:00,u2582,click,96
2025-07-08T15:03:00,u2583,click,2
2025-07-09T16:04:00,u2584,click,9
2025-07-10T17:05:00,u2585,click,16
2025-07-11T18:06:00,u2586,click,23
2025-07-12T19:07:00,u2587,click,30
2025-07-13T20:08:00,u2588,click,37
2025-07-14T21:09:00,u2589,click,44
2025-07-15T22:10:00,u2590,click,51
2025-07-16T23:11:00,u2591,click,58
2025-07-17T00:12:00,u2592,click,65
2025-07-18T01:13:00,u2593,click,72
2025-07-19T02:14:00,u2594,click,79
2025-07-20T03:15:00,u2595,click,86
2025-07-21T04:16:00,u2596,click,93
2025-07-22T05:17:00,u2597,click,100
2025-07-23T06:18:00,u2598,click,6
2025-07-24T07:19:00,u2599,click,13
2025-07-25T08:20:00,u2600,click,20
2025-07-26T09:21:00,u2601,click,27
2025-07-27T10:22:00,u2602,click,34
2025-07-28T11:23:00,u2603,click,41
2025-07-01T12:24:00,u2604,click,48
2025-07-02T13:25:00,u2605,click,55
2025-07-03T14:26:00,u2606,click,62
2025-07-04T15:27:00,u2607,click,69
2025-07-05T16:28:00,u2608,click,76
2025-07-06T17:29:00,u2609,click,83
2025-07-07T18:30:00,u2610,click,90
2025-07-08T19:31:00,u2611,click,97
2025-07-09T20:32:00,u2612,click,3
2025-07-10T21:33:00,u2613,click,10
2025-07-11T22:34:00,u2614,click,17
2025-07-12T23:35:00,u2615,click,24
2025-07-13T00:36:00,u2616,click,31
2025-07-14T01:37:00,u2617,click,38
2025-07-15T02:38:00,u2618,click,45
2025-07-16T03:39:00,u2619,click,52
2025-07-17T04:40:00,u2620,click,59
2025-07-18T05:41:00,u2621,click,66
2025-07-19T06:42:00,u2622,click,73
2025-07-20T07:43:00,u2623,click,80
2025-07-21T08:44:00,u2624,click,87
2025-07-22T09:45:00,u2625,click,94
2025-07-23T10:46:00,u2626,click,0
2025-07-24T11:47:00,u2627,click,7
2025-07-25T12:48:00,u2628,click,14
2025-07-26T13:49:00,u2629,click,21
2025-07-27T14:50:00,u2630,click,28
2025-07-28T15:51:00,u2631,click,35
2025-07-01T16:52:00,u2632,click,42
2025-07-02T17:53:00,u2633,click,49
2025-07-03T18:54:00,u2634,click,56
2025-07-04T19:55:00,u2635,click,63
2025-07-05T20:56:00,u2636,click,70
2025-07-06T21:57:00,u2637,click,77
2025-07-07T22:58:00,u2638,click,84
2025-07-08T23:59:00,u2639,click,91
2025-07-09T00:00:00,u2640,click,98
2025-07-10T01:01:00,u2641,click,4
2025-07-11T02:02:00,u2642,click,11
2025-07-12T03:03:00,u2643,click,18
2025-07-13T04:04:00,u2644,click,25
2025-07-14T05:05:00,u2645,click,32
2025-07-15T06:06:00,u2646,click,39
2025-07-16T07:07:00,u2647,click,46
2025-07-17T08:08:00,u2648,click,53
2025-07-18T09:09:00,u2649,click,60
2025-07-19T10:10:00,u2650,click,67
2025-07-20T11:11:00,u2651,click,74
2025-07-21T12:12:00,u2652,click,81
2025-07-22T13:13:00,u2653,click,88
2025-07-23T14:14:00,u2654,click,95
2025-07-24T15:15:00,u2655,click,1
2025-07-25T16:16:00,u2656,click,8
2025-07-26T17:17:00,u2657,click,15
2025-07-27T18:18:00,u2658,click,22
2025-07-28T19:19:00,u2659,click,29
2025-07-01T20:20:00,u2660,click,36
2025-07-02T21:21:00,u2661,click,43
2025-07-03T22:22:00,u2662,click,50
2025-07-04T23:23:00,u2663,click,57
